longitude;latitude;Rooms;Bedrooms;price;house id
-121.92;36.63;9;7;215827,5544;Home2962
-121.89;36.63;6;4;122149,8594;Home2963
-121.9;36.61;7;5;402162,4254;Home2964
-121.91;36.61;6;4;33297,21647;Home2965
-121.92;36.61;4;2;148558,6374;Home2966
-121.92;36.61;5;2;23286,22546;Home2967
-121.9;36.6;8;5;4554,983157;Home2968
-121.9;36.6;9;7;144713,432;Home2969
-121.9;36.6;10;7;15983,07683;Home2970
-121.9;36.59;9;7;93118,9231;Home2971
-121.9;36.58;12;9;150470,5992;Home2972
-121.91;36.59;12;9;111822,1223;Home2973
-121.91;36.6;8;6;36675,51169;Home2974
-121.91;36.59;6;4;119928,4865;Home2975
-121.89;36.6;4;1;11294,16517;Home2976
-121.89;36.6;11;9;7712,616914;Home2977
-121.88;36.6;5;3;73600,11752;Home2978
-121.88;36.59;8;5;61413,4515;Home2979
-121.89;36.59;8;5;51352,02955;Home2980
-121.89;36.59;6;3;91574,4839;Home2981
-121.88;36.58;4;2;83171,77499;Home2982
-121.86;36.58;7;4;19927,08487;Home2983
-121.81;36.57;5;2;2407,85877;Home2984
-121.87;36.61;11;9;70609,17596;Home2985
-121.86;36.6;10;7;191700,1705;Home2986
-121.86;36.6;10;7;51970,40374;Home2987
-121.86;36.6;12;10;150078,4436;Home2988
-121.85;36.6;4;1;91670,48243;Home2989
-121.85;36.59;10;8;181474,2541;Home2990
-121.84;36.59;12;10;34370,44263;Home2991
-121.83;36.61;7;4;144085,5321;Home2992
-121.83;36.6;5;2;159060,2912;Home2993
-121.84;36.61;11;9;162521,1594;Home2994
-121.84;36.6;4;1;60317,25309;Home2995
-121.84;36.61;11;9;10487,41442;Home2996
-121.84;36.61;7;5;81836,83502;Home2997
-121.82;36.61;4;1;107762,0093;Home2998
-121.83;36.61;4;2;143972,6749;Home2999
-121.83;36.61;4;2;11037,89365;Home3000
-121.83;36.62;5;3;150710,3804;Home3001
-121.83;36.62;10;8;50368,64011;Home3002
-121.85;36.6;6;4;174728,1148;Home3003
-121.85;36.61;6;4;32388,44014;Home3004
-121.86;36.63;11;8;219498,9921;Home3005
-121.84;36.62;4;2;127116,7896;Home3006
-121.79;36.64;6;4;170782,4447;Home3007
-121.8;36.68;12;9;93981,05418;Home3008
-121.79;36.68;11;8;52526,78221;Home3009
-121.8;36.72;8;6;74879,71403;Home3010
-121.8;36.69;11;9;28411,14043;Home3011
-121.77;36.71;12;9;80480,79363;Home3012
-122.29;38.3;11;9;16838,93197;Home3013
-122.29;38.3;5;2;13124,27973;Home3014
-122.3;38.3;6;3;37425,26783;Home3015
-122.29;38.3;8;6;85097,26569;Home3016
-122.28;38.29;10;7;38522,68859;Home3017
-122.29;38.29;8;6;83445,03445;Home3018
-122.3;38.29;8;6;68555,55658;Home3019
-122.3;38.29;4;2;4118,310574;Home3020
-122.29;38.28;12;10;34617,73656;Home3021
-122.26;38.29;9;6;69008,86472;Home3022
-122.27;38.29;4;2;125407,3234;Home3023
-122.28;38.3;5;2;175315,8006;Home3024
-122.28;38.29;9;7;92506,33558;Home3025
-122.27;38.29;10;7;159969,6376;Home3026
-122.26;38.28;4;1;157832,9106;Home3027
-122.27;38.28;11;8;281599,0396;Home3028
-122.26;38.31;7;5;149587,144;Home3029
-122.27;38.32;8;5;82750,23917;Home3030
-122.27;38.31;11;8;106259,3575;Home3031
-122.28;38.32;7;4;43565,03248;Home3032
-122.29;38.32;8;6;149536,4956;Home3033
-122.3;38.32;5;2;25061,99985;Home3034
-122.3;38.31;11;9;106846,241;Home3035
-122.29;38.31;5;3;70923,60941;Home3036
-122.28;38.31;11;9;64656,69696;Home3037
-122.29;38.31;4;2;164783,2943;Home3038
-122.3;38.3;5;3;105679,674;Home3039
-122.31;38.34;6;3;36451,77781;Home3040
-122.31;38.33;7;4;61508,48054;Home3041
-122.3;38.33;8;5;43105,15223;Home3042
-122.31;38.33;8;6;99414,19642;Home3043
-122.31;38.32;8;5;143327,2303;Home3044
-122.32;38.33;5;3;20736,83148;Home3045
-122.33;38.33;11;8;127258,1093;Home3046
-122.32;38.32;5;2;112251,4523;Home3047
-122.32;38.32;6;4;87685,9613;Home3048
-122.31;38.32;8;6;77189,43574;Home3049
-122.32;38.32;8;6;88576,32738;Home3050
-122.33;38.31;12;9;3656,070483;Home3051
-122.31;38.3;12;10;77565,88111;Home3052
-122.31;38.31;12;9;34167,03757;Home3053
-122.31;38.3;10;8;19892,83907;Home3054
-122.32;38.29;9;6;20043,61733;Home3055
-122.33;38.29;7;5;100457,4454;Home3056
-122.3;38.29;12;10;58822,05534;Home3057
-122.3;38.29;6;3;9941,917537;Home3058
-122.3;38.28;10;7;77980,11302;Home3059
-122.31;38.27;7;4;67552,03172;Home3060
-122.3;38.27;12;9;100266,7256;Home3061
-122.3;38.25;6;4;72230,75425;Home3062
-122.21;38.28;6;4;16673,665;Home3063
-122.24;38.25;5;3;91991,38972;Home3064
-122.28;38.22;6;4;134261,6786;Home3065
-122.29;38.19;11;8;113350,791;Home3066
-122.25;38.17;12;10;128225,8543;Home3067
-122.23;38.17;5;3;75411,76374;Home3068
-122.25;38.16;11;9;29266,96101;Home3069
-122.26;38.16;6;3;23606,64032;Home3070
-122.39;38.37;6;3;11856,88261;Home3071
-122.37;38.33;5;3;38365,8533;Home3072
-122.35;38.3;10;7;199400,9877;Home3073
-122.33;38.21;5;2;129478,8673;Home3074
-122.4;38.34;12;10;1796,128486;Home3075
-122.33;38.38;7;5;137557,2384;Home3076
-122.4;38.41;4;2;124543,4146;Home3077
-122.32;38.35;4;1;124105,4311;Home3078
-122.36;38.41;10;8;23437,5895;Home3079
-122.36;38.4;7;4;78374,17122;Home3080
-122.18;38.35;8;5;40350,95359;Home3081
-122.21;38.41;10;7;90353,44893;Home3082
-122.29;38.4;8;6;82783,41766;Home3083
-122.33;38.39;9;6;8244,79774;Home3084
-122.28;38.34;9;7;125627,7434;Home3085
-122.26;38.36;4;1;67857,47499;Home3086
-122.26;38.33;6;3;79893,49723;Home3087
-122.23;38.33;5;2;21965,97155;Home3088
-122.24;38.31;4;2;91691,95026;Home3089
-122.52;38.53;6;4;46236,61397;Home3090
-122.48;38.48;11;8;4649,258838;Home3091
-122.4;38.46;7;4;143661,9179;Home3092
-122.47;38.51;10;8;29304,24431;Home3093
-122.47;38.51;7;5;88096,68585;Home3094
-122.48;38.51;11;9;63334,58906;Home3095
-122.48;38.5;6;3;26311,6721;Home3096
-122.47;38.5;9;7;119462,1377;Home3097
-122.45;38.51;5;2;29832,69238;Home3098
-122.4;38.53;4;1;146913,5711;Home3099
-122.44;38.57;4;2;49517,41313;Home3100
-122.45;38.58;11;8;113888,2493;Home3101
-122.47;38.6;7;4;137290,9273;Home3102
-122.48;38.54;10;8;122678,0147;Home3103
-122.46;38.53;12;9;26868,60978;Home3104
-122.27;38.68;10;8;42569,51013;Home3105
-122.26;38.57;12;9;89968,38457;Home3106
-122.27;38.53;11;9;101630,6707;Home3107
-122.18;38.49;8;6;104139,2559;Home3108
-122.52;38.67;11;9;102264,5471;Home3109
-122.59;38.56;10;7;221846,1748;Home3110
-122.57;38.58;9;7;61648,28457;Home3111
-122.58;38.59;5;3;39646,58416;Home3112
-122.58;38.58;6;4;139810,364;Home3113
-122.59;38.58;5;2;98008,1447;Home3114
-121.07;39.15;11;9;83953,64267;Home3115
-121.07;39.09;8;5;39003,65257;Home3116
-121.1;39.08;9;7;51772,81738;Home3117
-121.11;39.09;5;3;226061,4106;Home3118
-121.12;39.03;10;7;135358,4791;Home3119
-121.05;39.13;6;3;87389,75984;Home3120
-121.03;39.14;9;6;26794,18056;Home3121
-121.07;39.13;5;2;134264,873;Home3122
-121.05;39.11;6;3;193056,2077;Home3123
-121.04;39.08;6;4;80771,35744;Home3124
-121.0;39.09;11;8;11073,3484;Home3125
-121.08;39.02;4;2;90802,95253;Home3126
-121.07;39.05;8;5;221665,4686;Home3127
-121.07;39.04;7;4;53052,18737;Home3128
-121.03;39.05;4;1;39838,65079;Home3129
-121.06;39.04;4;2;33582,167;Home3130
-121.06;39.04;10;7;18234,4682;Home3131
-121.06;39.03;12;9;44269,54455;Home3132
-121.22;39.11;11;8;125170,1828;Home3133
-121.19;39.05;7;5;148536,1638;Home3134
-121.14;39.1;12;10;99988,89971;Home3135
-121.12;39.2;7;5;27407,6092;Home3136
-121.1;39.15;9;7;109043,3623;Home3137
-121.08;39.18;12;9;41787,98433;Home3138
-121.18;39.26;11;9;217811,9253;Home3139
-121.18;39.25;7;5;237701,7601;Home3140
-121.2;39.25;10;7;8518,559783;Home3141
-121.18;39.23;5;3;206100,4328;Home3142
-121.21;39.24;9;7;272690,867;Home3143
-121.2;39.23;12;9;116953,4029;Home3144
-121.18;39.19;7;4;99238,7965;Home3145
-121.16;39.18;4;2;38431,94505;Home3146
-121.25;39.17;4;2;94583,8384;Home3147
-121.2;39.2;9;7;143962,0982;Home3148
-121.15;39.23;10;8;61112,04337;Home3149
-121.24;39.22;8;5;37019,40901;Home3150
-121.23;39.27;12;9;143959,4583;Home3151
-121.07;39.23;8;5;115456,8009;Home3152
-121.04;39.24;9;6;86662,28261;Home3153
-121.05;39.23;11;9;80493,91417;Home3154
-121.06;39.23;7;4;28251,35632;Home3155
-121.06;39.22;8;6;37657,91843;Home3156
-121.09;39.23;5;2;49779,09597;Home3157
-121.07;39.22;6;4;76600,3947;Home3158
-121.08;39.22;9;7;32695,62757;Home3159
-121.08;39.21;7;5;99697,88944;Home3160
-121.09;39.22;10;8;4895,275447;Home3161
-121.07;39.2;7;5;48410,39091;Home3162
-121.02;39.23;4;2;89160,70705;Home3163
-121.04;39.22;8;5;30902,54332;Home3164
-121.03;39.21;4;1;70346,45123;Home3165
-121.05;39.2;8;5;204592,528;Home3166
-121.06;39.21;10;8;56211,44724;Home3167
-121.05;39.21;5;3;201151,9525;Home3168
-120.94;39.22;4;2;57599,90588;Home3169
-120.83;39.27;6;3;194134,4384;Home3170
-121.0;39.23;8;5;16753,55956;Home3171
-120.99;39.22;12;9;109475,0403;Home3172
-120.99;39.2;6;3;106612,7325;Home3173
-120.93;39.17;8;5;57439,09667;Home3174
-120.99;39.13;8;5;100602,1101;Home3175
-120.99;39.18;7;5;61021,74678;Home3176
-121.0;39.16;12;9;91083,74355;Home3177
-121.04;39.19;9;7;115397,0821;Home3178
-121.02;39.17;4;1;145096,5446;Home3179
-121.02;39.27;9;7;69189,56642;Home3180
-121.03;39.26;12;9;60098,18496;Home3181
-121.0;39.26;10;7;194073,2612;Home3182
-121.02;39.25;8;6;12563,66018;Home3183
-121.06;39.29;7;4;24204,9865;Home3184
-120.94;39.32;9;6;75926,19221;Home3185
-121.06;39.25;12;9;17414,77374;Home3186
-120.89;39.3;5;2;7816,331719;Home3187
-120.99;39.26;12;9;115336,23;Home3188
-120.91;39.39;5;3;115698,0877;Home3189
-121.03;39.37;4;1;93034,89571;Home3190
-121.13;39.31;7;5;124945,0518;Home3191
-120.74;39.39;8;6;38132,53728;Home3192
-120.09;39.4;5;2;138885,7918;Home3193
-120.17;39.33;7;4;29587,59494;Home3194
-120.2;39.33;10;7;97027,72196;Home3195
-120.19;39.32;11;9;109885,4681;Home3196
-120.17;39.32;5;2;133319,156;Home3197
-120.17;39.33;6;3;81676,82819;Home3198
-120.1;39.37;10;7;130927,2947;Home3199
-120.1;39.33;9;6;110127,5715;Home3200
-120.15;39.36;12;9;24883,20642;Home3201
-120.26;39.32;8;6;70591,43212;Home3202
-120.35;39.34;7;4;108659,3337;Home3203
-120.27;39.35;7;4;43874,15565;Home3204
-120.25;39.34;4;1;26904,74796;Home3205
-120.24;39.35;10;7;125245,0651;Home3206
-120.23;39.36;4;2;82976,93313;Home3207
-120.22;39.35;6;3;33909,43885;Home3208
-120.21;39.35;4;1;25861,77295;Home3209
-120.19;39.35;7;5;105379,5779;Home3210
-117.95;33.94;9;6;48809,52067;Home3211
-117.96;33.94;12;9;156826,2253;Home3212
-117.97;33.94;9;6;46985,99365;Home3213
-117.97;33.94;5;3;33675,76979;Home3214
-117.97;33.94;6;4;71194,70563;Home3215
-117.97;33.93;7;4;24791,4251;Home3216
-117.97;33.93;11;9;85671,3356;Home3217
-117.96;33.93;10;7;108506,9824;Home3218
-117.96;33.93;7;5;34449,05001;Home3219
-117.96;33.94;5;3;85504,30367;Home3220
-117.94;33.93;7;5;38764,27678;Home3221
-117.94;33.93;8;6;60014,27974;Home3222
-117.94;33.93;6;3;3177,135818;Home3223
-117.95;33.93;6;4;18060,93775;Home3224
-117.95;33.93;11;9;122941,3213;Home3225
-117.96;33.93;6;3;113173,9152;Home3226
-117.97;33.92;6;4;10533,27446;Home3227
-117.97;33.93;12;9;11323,95194;Home3228
-117.97;33.92;11;9;28484,60146;Home3229
-117.96;33.92;4;2;45799,9411;Home3230
-117.95;33.92;5;3;100121,7999;Home3231
-117.94;33.92;11;9;121647,5715;Home3232
-117.95;33.92;10;7;40012,08925;Home3233
-117.95;33.92;6;3;3509,688992;Home3234
-117.94;33.92;9;6;62299,89506;Home3235
-117.95;33.92;7;4;65750,39704;Home3236
-117.94;33.94;10;7;118447,2445;Home3237
-117.94;33.94;5;3;84675,13616;Home3238
-117.95;33.94;5;2;74339,01353;Home3239
-117.94;33.94;7;4;97545,36138;Home3240
-117.93;33.94;5;3;48182,6992;Home3241
-117.93;33.94;11;8;182877,9475;Home3242
-117.93;33.93;10;8;40560,70778;Home3243
-117.92;33.94;4;2;201639,8795;Home3244
-117.92;33.94;10;8;35662,80164;Home3245
-117.93;33.92;9;7;58373,14478;Home3246
-117.93;33.93;10;7;28944,19635;Home3247
-117.93;33.93;5;3;47524,7019;Home3248
-117.92;33.93;4;1;106293,6983;Home3249
-117.91;33.93;10;8;99426,28162;Home3250
-117.91;33.94;9;6;123276,6979;Home3251
-117.89;33.94;4;2;188027,3557;Home3252
-117.88;33.93;10;7;23403,65043;Home3253
-117.9;33.93;12;10;16381,48359;Home3254
-117.89;33.92;8;5;106141,0151;Home3255
-117.9;33.92;8;5;58725,15151;Home3256
-117.91;33.92;7;4;57732,39169;Home3257
-117.91;33.91;9;6;229037,7532;Home3258
-117.91;33.91;4;1;73742,24426;Home3259
-117.91;33.91;7;5;36501,52404;Home3260
-117.91;33.91;6;3;47333,04723;Home3261
-117.89;33.92;5;3;137929,8861;Home3262
-117.89;33.91;5;2;241034,2736;Home3263
-117.9;33.91;10;7;119022,7741;Home3264
-117.89;33.92;10;7;148089,5513;Home3265
-117.89;33.92;7;5;138044,1721;Home3266
-117.89;33.9;6;4;130164,3038;Home3267
-117.89;33.9;6;4;65535,74301;Home3268
-117.9;33.9;5;3;166697,6227;Home3269
-117.9;33.91;7;5;18950,09012;Home3270
-117.9;33.91;8;5;168183,2471;Home3271
-117.92;33.92;11;9;62023,53695;Home3272
-117.92;33.91;4;1;92189,94507;Home3273
-117.92;33.91;9;6;152773,4998;Home3274
-117.91;33.9;6;4;97336,08404;Home3275
-117.92;33.89;7;5;9885,558985;Home3276
-117.92;33.9;12;9;73874,62743;Home3277
-117.93;33.91;8;6;52092,47487;Home3278
-117.9;33.9;5;2;116128,5471;Home3279
-117.9;33.88;8;5;73006,21079;Home3280
-117.89;33.89;5;2;171375,1405;Home3281
-117.92;33.89;4;1;142913,6839;Home3282
-117.97;33.91;12;10;87165,32381;Home3283
-117.96;33.9;7;5;166620,6367;Home3284
-117.95;33.9;12;10;307908,9308;Home3285
-117.96;33.9;12;9;88546,33814;Home3286
-117.98;33.9;4;1;55057,11714;Home3287
-117.96;33.88;4;1;108724,6625;Home3288
-117.95;33.89;10;8;65999,77387;Home3289
-117.96;33.89;6;4;59679,23041;Home3290
-117.94;33.91;10;8;98127,08041;Home3291
-117.93;33.9;11;8;49155,89893;Home3292
-117.94;33.89;4;2;18924,80245;Home3293
-117.94;33.88;12;10;49596,53172;Home3294
-117.94;33.9;6;3;111782,0117;Home3295
-117.98;33.87;5;3;5608,151729;Home3296
-117.98;33.87;9;6;15906,96534;Home3297
-117.98;33.86;8;6;57182,48;Home3298
-117.98;33.86;6;4;92778,57012;Home3299
-117.97;33.87;7;4;53133,27189;Home3300
-117.97;33.86;8;6;148345,8124;Home3301
-117.97;33.86;7;4;36313,1186;Home3302
-117.97;33.86;4;1;160551,0305;Home3303
-117.96;33.86;11;8;6095,13034;Home3304
-117.96;33.86;8;5;187000,3775;Home3305
-117.96;33.87;10;7;342120,2141;Home3306
-117.95;33.86;11;9;155194,2401;Home3307
-117.95;33.86;12;9;90615,72854;Home3308
-117.96;33.86;12;9;181672,1684;Home3309
-117.94;33.88;4;2;109748,485;Home3310
-117.95;33.87;4;2;240818,4839;Home3311
-117.95;33.87;5;2;83577,65499;Home3312
-117.95;33.87;4;1;4597,896015;Home3313
-117.96;33.87;4;1;40390,33001;Home3314
-117.96;33.87;7;4;139789,8002;Home3315
-117.95;33.88;11;8;34948,20125;Home3316
-117.94;33.86;4;1;4714,586079;Home3317
-117.94;33.86;10;8;70811,97102;Home3318
-117.95;33.86;8;5;231200,2728;Home3319
-117.93;33.86;7;4;100801,1863;Home3320
-117.93;33.86;9;7;79433,6605;Home3321
-117.94;33.86;8;5;42877,32198;Home3322
-117.94;33.86;7;4;55720,15059;Home3323
-117.93;33.88;10;7;31215,90617;Home3324
-117.93;33.87;12;9;129482,0274;Home3325
-117.94;33.87;5;2;22212,33649;Home3326
-117.94;33.88;10;8;127127,707;Home3327
-117.92;33.87;6;3;78765,20881;Home3328
-117.92;33.87;9;7;208938,4468;Home3329
-117.93;33.87;8;5;66345,76441;Home3330
-117.93;33.88;10;8;218148,1775;Home3331
-117.93;33.88;6;4;110770,9746;Home3332
-117.92;33.88;5;2;126061,434;Home3333
-117.91;33.88;11;9;63088,88626;Home3334
-117.92;33.88;9;7;47518,53753;Home3335
-117.92;33.88;7;4;99795,31665;Home3336
-117.91;33.89;6;3;17916,8962;Home3337
-117.9;33.88;11;8;27686,59705;Home3338
-117.9;33.88;12;10;13511,00634;Home3339
-117.9;33.87;10;8;136695,4734;Home3340
-117.9;33.87;10;8;60469,56611;Home3341
-117.91;33.87;10;8;267729,999;Home3342
-117.91;33.87;4;1;197304,3264;Home3343
-117.88;33.89;4;2;42543,13519;Home3344
-117.88;33.89;6;3;7408,580147;Home3345
-117.88;33.88;8;5;28000,53789;Home3346
-117.89;33.88;11;8;144099,7354;Home3347
-117.89;33.88;9;7;92133,9586;Home3348
-117.89;33.88;12;10;78419,4443;Home3349
-117.89;33.87;12;10;61146,34389;Home3350
-117.89;33.87;6;4;99020,41759;Home3351
-117.88;33.87;12;10;45155,14263;Home3352
-117.89;33.87;10;7;175080,2383;Home3353
-117.93;33.87;6;4;29318,2673;Home3354
-117.93;33.86;5;2;166830,547;Home3355
-117.93;33.86;12;10;48262,45063;Home3356
-117.93;33.86;12;10;67760,38886;Home3357
-117.93;33.87;7;4;92403,98482;Home3358
-117.89;33.86;4;1;31453,48438;Home3359
-117.91;33.86;4;2;63267,96683;Home3360
-117.92;33.86;11;8;6019,265304;Home3361
-117.92;33.87;11;9;56405,58171;Home3362
-117.87;33.91;6;4;132698,7863;Home3363
-117.88;33.9;4;1;284747,0634;Home3364
-117.88;33.9;10;8;217680,0845;Home3365
-117.88;33.89;9;6;175457,334;Home3366
-117.88;33.89;10;8;201158,4713;Home3367
-117.87;33.89;8;5;366535,9572;Home3368
-117.86;33.91;9;7;78241,23334;Home3369
-117.86;33.9;7;4;309841,0442;Home3370
-117.86;33.9;12;10;81510,17582;Home3371
-117.87;33.9;11;8;8427,218286;Home3372
-117.86;33.89;9;7;192054,5932;Home3373
-117.86;33.89;4;2;286405,2888;Home3374
-117.87;33.89;9;6;192058,9964;Home3375
-117.86;33.88;7;5;44524,06785;Home3376
-117.87;33.89;6;4;77755,31177;Home3377
-117.87;33.89;4;1;480720,2436;Home3378
-117.87;33.88;7;5;334776,943;Home3379
-117.87;33.88;11;9;3193,932351;Home3380
-117.87;33.88;5;3;446800,3543;Home3381
-117.87;33.88;10;8;199582,3709;Home3382
-117.86;33.87;7;4;45211,15641;Home3383
-117.87;33.85;6;3;71919,7832;Home3384
-117.85;33.86;12;10;280985,5811;Home3385
-117.85;33.89;6;4;109612,4598;Home3386
-117.85;33.88;6;4;304606,6683;Home3387
-117.86;33.88;11;8;241455,8988;Home3388
-117.85;33.87;7;4;244377,89;Home3389
-117.85;33.9;10;7;250628,4117;Home3390
-117.85;33.9;7;5;53483,06107;Home3391
-117.84;33.89;12;10;243635,1843;Home3392
-117.85;33.89;4;1;409162,6381;Home3393
-117.88;33.87;4;1;328513,1447;Home3394
-117.87;33.86;7;5;155045,5591;Home3395
-117.87;33.87;4;1;283013,7575;Home3396
-117.87;33.87;4;2;84880,00547;Home3397
-117.87;33.87;12;9;471048,6999;Home3398
-117.86;33.87;7;4;391871,0292;Home3399
-117.88;33.85;6;4;22633,23971;Home3400
-117.87;33.86;11;9;419921,2013;Home3401
-117.88;33.85;8;5;76699,32087;Home3402
-117.81;33.89;7;4;380694,0525;Home3403
-117.82;33.88;9;7;220384,7874;Home3404
-117.82;33.89;8;5;271694,2122;Home3405
-117.81;33.88;10;8;196245,0916;Home3406
-117.82;33.89;10;7;219689,0331;Home3407
-117.78;33.86;9;6;30074,28197;Home3408
-117.76;33.87;11;9;14491,80314;Home3409
-117.83;33.9;12;10;21656,64869;Home3410
-117.84;33.9;9;7;216246,8837;Home3411
-117.83;33.89;11;8;100221,6297;Home3412
-117.83;33.88;12;9;223846,9637;Home3413
-117.84;33.89;12;10;48892,50102;Home3414
-117.83;33.88;9;6;121079,0358;Home3415
-117.82;33.88;11;8;68153,40676;Home3416
-117.83;33.87;9;7;78366,46053;Home3417
-117.81;33.88;5;3;182476,5821;Home3418
-117.81;33.87;7;4;46456,34781;Home3419
-117.8;33.87;6;3;216322,9911;Home3420
-117.81;33.86;11;9;275798,6087;Home3421
-117.87;33.92;7;5;32354,09578;Home3422
-117.88;33.92;7;5;212742,2193;Home3423
-117.85;33.92;5;2;66938,05321;Home3424
-117.87;33.92;12;9;134447,5925;Home3425
-117.83;33.93;4;1;104587,0447;Home3426
-117.8;33.92;5;2;249212,6788;Home3427
-117.8;33.89;8;5;152701,5762;Home3428
-117.79;33.88;4;2;5093,359356;Home3429
-117.78;33.87;10;7;140199,0405;Home3430
-117.78;33.88;12;9;86220,68531;Home3431
-117.78;33.9;8;5;129941,3591;Home3432
-117.82;33.9;10;7;56219,58399;Home3433
-117.8;33.9;7;5;168356,4124;Home3434
-117.74;33.89;10;7;123924,6114;Home3435
-117.76;33.88;7;5;93091,87185;Home3436
-117.77;33.88;8;6;94538,92788;Home3437
-117.78;33.89;6;4;284662,8311;Home3438
-117.8;33.85;5;3;217876,5257;Home3439
-117.82;33.85;12;9;271068,2316;Home3440
-117.82;33.85;12;9;36470,88241;Home3441
-117.8;33.85;5;3;335891,1476;Home3442
-117.82;33.84;11;9;171546,3446;Home3443
-117.81;33.84;7;5;255880,4796;Home3444
-117.79;33.84;11;8;17533,49903;Home3445
-117.78;33.85;5;3;118717,7045;Home3446
-117.78;33.86;5;3;96074,67159;Home3447
-117.76;33.87;5;2;116848,0132;Home3448
-117.78;33.81;7;4;286990,3907;Home3449
-117.77;33.8;11;9;125429,7919;Home3450
-117.8;33.79;10;8;223542,8201;Home3451
-117.79;33.8;11;9;36623,30788;Home3452
-117.77;33.85;12;10;337404,8629;Home3453
-117.76;33.84;6;4;264036,6352;Home3454
-117.75;33.84;10;8;261273,0723;Home3455
-117.76;33.83;12;9;167160,414;Home3456
-117.77;33.84;12;9;179731,6895;Home3457
-117.76;33.86;10;8;207946,6773;Home3458
-117.75;33.83;9;6;356963,194;Home3459
-117.74;33.85;9;7;99083,56307;Home3460
-117.78;33.82;5;2;183731,8794;Home3461
-117.76;33.81;9;6;330689,63;Home3462
-117.81;33.8;11;8;65909,8354;Home3463
-117.81;33.79;8;5;475834,0931;Home3464
-117.8;33.81;8;5;579493,4648;Home3465
-117.8;33.78;8;6;410037,8857;Home3466
-117.8;33.78;7;5;562707,0778;Home3467
-117.69;33.8;9;6;217156,594;Home3468
-117.66;33.61;8;6;225268,2085;Home3469
-117.66;33.62;6;4;511904,4176;Home3470
-117.67;33.61;6;4;185019,2215;Home3471
-117.66;33.61;4;2;929342,4663;Home3472
-117.66;33.61;5;3;719504,0829;Home3473
-117.66;33.6;5;3;152487,644;Home3474
-117.66;33.6;10;8;124843,6552;Home3475
-117.67;33.61;12;9;498803,5743;Home3476
-117.68;33.63;5;2;161716,0113;Home3477
-117.68;33.63;10;7;540992,9712;Home3478
-117.67;33.63;5;2;597571,8653;Home3479
-117.62;33.77;7;5;93618,23304;Home3480
-117.6;33.72;12;9;232670,9644;Home3481
-117.67;33.6;9;6;182351,8415;Home3482
-117.66;33.59;10;8;158297,1908;Home3483
-117.67;33.6;4;1;391062,715;Home3484
-117.66;33.58;10;7;369685,2021;Home3485
-117.67;33.57;12;9;91998,70592;Home3486
-117.66;33.57;6;3;287567,223;Home3487
-117.7;33.62;7;5;201039,3389;Home3488
-117.69;33.62;12;9;154612,3903;Home3489
-117.68;33.61;8;6;34058,76309;Home3490
-117.69;33.61;4;2;319420,763;Home3491
-117.68;33.6;12;9;112798,9437;Home3492
-117.65;33.65;6;3;218621,6481;Home3493
-117.66;33.64;6;3;16490,7075;Home3494
-117.67;33.64;9;6;126796,4102;Home3495
-117.66;33.65;11;9;349686,2238;Home3496
-117.65;33.65;12;9;303967,4242;Home3497
-117.65;33.63;9;7;42502,92813;Home3498
-117.65;33.65;6;3;62830,9579;Home3499
-117.66;33.63;7;4;135449,3816;Home3500
-117.63;33.65;12;9;229168,2874;Home3501
-117.62;33.64;6;4;216749,521;Home3502
-117.64;33.63;11;8;150838,5839;Home3503
-117.64;33.64;9;7;332254,9222;Home3504
-117.64;33.65;8;5;337549,0126;Home3505
-117.63;33.62;7;4;409350,4121;Home3506
-117.63;33.63;8;5;140772,1111;Home3507
-117.65;33.62;9;6;259525,5917;Home3508
-117.64;33.62;7;5;14739,56638;Home3509
-117.66;33.62;7;4;298884,5982;Home3510
-117.65;33.6;11;8;173005,4268;Home3511
-117.64;33.61;11;9;217690,1448;Home3512
-117.65;33.6;9;7;354674,3431;Home3513
-117.64;33.59;6;4;343409,0407;Home3514
-117.66;33.58;7;5;335672,0972;Home3515
-117.65;33.57;9;7;384237,254;Home3516
-117.65;33.58;9;6;39080,50603;Home3517
-117.66;33.57;12;9;35872,48518;Home3518
-117.65;33.59;12;9;180412,1977;Home3519
-117.67;33.54;12;10;89124,32106;Home3520
-117.67;33.54;11;9;462242,5438;Home3521
-117.67;33.55;10;7;228338,6151;Home3522
-117.67;33.56;10;7;413884,0894;Home3523
-117.64;33.51;10;8;237907,7405;Home3524
-117.64;33.51;8;6;473076,458;Home3525
-117.55;33.52;12;9;367153,6683;Home3526
-117.59;33.61;5;3;454402,0879;Home3527
-117.58;33.6;7;5;60391,84339;Home3528
-117.49;33.64;12;10;337754,7582;Home3529
-117.59;33.67;11;8;215584,2659;Home3530
-117.53;33.69;4;1;456049,9743;Home3531
-117.59;33.66;5;3;347144,9944;Home3532
-117.58;33.66;6;3;485071,5039;Home3533
-117.58;33.65;11;8;639813,6374;Home3534
-117.59;33.66;5;2;690549,5091;Home3535
-117.59;33.65;10;8;579826,2901;Home3536
-117.6;33.65;4;2;191413,8466;Home3537
-117.61;33.67;4;2;345041,0001;Home3538
-117.64;33.66;5;2;530807,0449;Home3539
-117.59;33.65;7;5;499120,7811;Home3540
-117.58;33.65;10;8;511428,8874;Home3541
-117.61;33.63;7;4;356561,2706;Home3542
-117.65;33.53;11;8;462446,2729;Home3543
-117.62;33.42;6;3;80662,30638;Home3544
